userName,at,content,score
Pengguna Google,2025-03-15 13:46:48,"ini kenapa setelah update malah HP jadi lemot banget dan patah patah parah,udh gitu update nya lama banget padahal udah 100. Tolong dong yang bener, udah di perbaiki kok malah jadi gini",1
Pengguna Google,2025-03-09 09:49:22,"Tiktok ini kenapa kok makin hari makin GK jelas banget saya udah berapa kali hapus instal terus gara gara GK bisa di buka tiktok nya harus di hapus dlu download ulang lagi baru bisa masuk apk nya kadang cuman di stop logo nya doang tolong di perbaiki sistem nya dong, padahal jaringan saya enak aj loh hp juga normal",5
Pengguna Google,2025-04-01 05:15:23,"masih ada bug setiap aplikasi di pencet, mental"" sendiri, di spam pencet baru bisa masuk, tolong bug di perbaiki segera",3
Pengguna Google,2025-02-20 14:46:45,tiktok sekarang bisa ngebug. seharian bisa dipake tiba tiba besoknya gak bisa dibuka apk nya. tolong developer tiktok berikan kami kenyamanan. terimakasih,1
Pengguna Google,2025-03-08 07:06:16,"tiktok anehhh, udah setting umur diatas 16 ttp ga bisa, masa yang umur dibawah 16 ga bisa kirim vidio, pdahal di settingan umur ku udh diatas 16 tahun, tapi ttp ga bisa kirim vidio, gmn ini nasib streak² saya??!?, saya diatas 16 tahun loh,, developer aneh² , buat fitur ga guna di tiktok, ini gimana, saya ingin kirim vidio, saya sudah melaporkan ke pihak tiktok lewat apk nya, bahwasanya saya tidak bisa kirim vidio, sampai sekarang belum ad solusinya, mohon segera di fix, saya ingin mengirim pesan",1
Pengguna Google,2025-03-09 21:49:38,"tolong ya develop nya, ini kenapa tiktok saya gabisa liat repost? tulisan nya ""jaringan anda tidak ada"" padahal asli nya jaringan wipi saya bagus bagus aja",1
Pengguna Google,2025-03-29 06:09:06,"Tolong tiktok untuk memberikan fitur tambahan di tiktok versi mobile, yaitu fitur penjadwalan content. supaya content creator lebih mudah untuk menjadwalkan content yg sudah tersimpan di draft.",4
Pengguna Google,2025-03-22 22:27:18,"ini aplikasi gmna sih gak bisa bkin video ngeleg trus,mau buka saldo tpi gak muncul² mlah putih trus layarnya gak berguna bnget aneh curang bnget tiktok sya mau buka saldo mlaj gak bisa aplikasi nya jelek skrng mah😤😤😤",1
Pengguna Google,2025-03-30 02:59:12,Udah di dwonloand menginstal nya lama bgt hampir 10min apaan coba buang waktu saya ya mana suka stak di logo instal lama ukuran nya gede bgt tolong kurangin timer menginstal nya dan perbaiki yg suka stak di logo Itu aja mohon kerja sama nya,2
Pengguna Google,2025-03-08 10:29:42,"bagus si cuma kalo bikin vidio/foto malah lagu nya itu² aja, padahal beda efek, hp uda d reset, d download ulg, tapo tetep aja lagu nya itu itu aja padahal d acount temen ku aja ngga gitu",3
Pengguna Google,2025-03-29 16:02:42,"semuanya sih baguss, tapi buat efeknya setelah di update kenapa ga bisaa, jaringan lancar,tapi waktu di pencet ga timbul efeknya,tolong di perbaiki",3
Pengguna Google,2025-03-08 16:59:30,Buat para hp kentang ram 2 - 3 gk usah di dowload tik tok yg versi ini kalo gak inggin hp anda rusak.. Yg paling fatal bisa mati total hp anda . Karna penyimpanan hp anda gk mempuni.. Cukup sekian Terima kasih,1
Pengguna Google,2025-03-24 03:57:36,"Sudah diupdate makin lemot 🥲 padahal baru aja diupdate, tiba2 keluar sendiri, baru nonton 1 video, langsung keluar sendiri",1
Pengguna Google,2025-02-26 21:31:04,"Kenapa sih ini aplikasi nya ga bisa di buka selalu tidak ada jaringan terus, pedahal koneksi internet nya bagus tapi kenapa ya ga bisa terus. Udah di uninstal terus di restart juga tetep aja ga bisa budi buka aplikasi nya ini kenapa ya",1
Pengguna Google,2025-03-23 00:14:58,"untuk developer tiktok tolong dong kembalikan dana saya sebesar 54.390 yang tertransfer otomatis tanpa persetujuan saya, saya sudah ingin berhenti berlangganan malah ketransfer otomatis tanpa persetujuan saya",4
Pengguna Google,2025-03-16 02:17:20,"ngeselin ih bug nya, bug di awal buka apk teruss, bikin bad mood. terus kalau di keluarin jadi suka lemot gitu padahal awalnya aman aman aja",3
Pengguna Google,2025-03-19 04:12:33,Aplikasi tiktok emang bagus tapi kenapa ukuran nya sangat besar jadi gampang penuh penyimpanannya tolong ukuran nya dikurangi agar tidak memakan memori terlalu banyak terima kasih,3
Pengguna Google,2025-03-21 12:57:32,"aplikasi lemot banget padahal udh di update terus, penyimpanan jga ga penuh masih aja lemot, baru buka aja udh ga bisa scroll vidio, jaringan bagus kenceng masih aja lemot",1
Pengguna Google,2025-03-06 05:56:36,"Pelis di perbarui dong apk nya masa ngstak di logo TikTok nya ga jalan jalan padahal wifi lancar plsss di benerin yg lebih baik dulu juga biasa aja knp sekarang jadi suka ngstak masa harus di hapus download lagi download lagi udah berapa kali hapus download "" plsss ini tolong di perbarui yg lebih baik 🙏🙏",3
Pengguna Google,2025-03-10 23:45:46,"padahal komen ku ga ada unsur menjelekkan tapi pelanggaran terus, terus juga akun ku di laporin padahal yg salah akun lain , akun ku yang peringatan pertama. ga sekali dua kali, kadang juga lemot sendiri, keluar2 sendiri. tolong di perbaiki",1
Pengguna Google,2025-03-10 12:51:39,"Sumpah tiktok sekarang bikin kesel banget, klw lagi buka tiktok sekarang suka keluar sendiri. Kenapa sih jadi jelek banget tiktok. Tolong dong lebih di perbaiki lagi. Saya cape harus download ulang terus.",3
Pengguna Google,2025-03-09 12:20:29,"Knp setiap bika tiktok skrg payah banget kita harus intal ulang LG trs ,jaringan tiktok skrg suka lompat- lompat .tlg di benerin aplikasinya tiktok biar semakin enak buat membuka aplikasi dan menonton vt- vt yg update .",5
Pengguna Google,2025-03-14 11:31:16,"Apl tik tok ini sering keluar sendiri dan harus instal ulang baru bisa dibuka, coba diperbaiki lah Apl tik tok ini , sori sa'at ini ⭐ karna agak kecewa harus instal ulang",1
Pengguna Google,2025-03-27 15:52:14,"tiktok lemot nya ga ada duaaaaa... udah gitu efek gak muncul gak tau kenapa dahh!!! kenapa tiktok jadi lemot nya gak ketulungan, udah gtu nunggu lama karna lemot tiba2 nge heng dehh aplikasinya 👎👎👎👎👎",1
Pengguna Google,2025-03-13 03:53:41,Aplikasi ya sekarang aneh sering stuk di logo ya dan tiba-tiba keluar buat hp nge buff akhirnya di uninstal lalu di download lagi ini sering kejadian mohon perbaikan ya,2
Pengguna Google,2025-03-11 15:03:10,"Makin hari makin parah tiktok, masa uda download tapi ga muncul di tool bar.. Yakali musti bolak-balik mau login tiktok buka nya dari pengaturan aplikasi 😭",1
Pengguna Google,2025-03-09 03:52:32,"Aplikasi nya bagus .apa aja mau cari dsni pasti ketemu.. cuma udh akhir² ini suka gk bisa di buka cuma logony aja yg muncul..dan ini yg ke sekian kalinya aku uninstall trus download lg .. sekali lg tolong diperbaiki bug nya..krn tiktok ini kn udh byk peminatnya jgn sampe yg udh pd punya aplikasi ini jadi kecewa hny krn masalah ini, terimakasih 🙏🏻",3
Pengguna Google,2025-03-06 11:39:51,Saya dari kemarin siang kalau buka tiktok tidak ada suara sama sekali padahal wifi saya lancar dan volume HP saya sudah sangat kencang mohon tiktok untuk perbaiki masalah ini karena saya sangat heran kenapa bisa,4
Pengguna Google,2025-03-19 02:17:13,Bagus sih tapi tiktok nya klo di buka lah dlu baru ke buka tapi tetep aja gk bisa muncul vidio nya dan KLO kyk gitu harus di instal ulang dan itu bikin capek jdi mohon di perbaiki tiktok nya ya,3
Pengguna Google,2025-03-10 17:38:24,"nyelesaikan misi tik tok kok susah banget padahal sudah mengikuti prosedur siarkan live selama 2 hari , persyaratan minim lebih dari 15 menit sudah , posting video jualan juga sudah tetapi tidak centang2 , gak ada contoh nya seperti bagaimana tutorial nya . dan tugas suruh mintal sampel kepada reseller sudah di lakukan tetapi gak di ACC sama penjual kalau model kayak begitu ngapai nyuruh minta sampel . bagikan 3 tautan secara eksternal sudah tetapi masih belom centang2 jga . misi nya bngungkan",3
Pengguna Google,2025-03-08 14:56:15,"Sorry Boss ny gw turunin 4 bintang. Gw gak lagi nyetir tapi akses live ditangguhkan. Lain kali cari tau yg bener², cek dia lagi ngapain. Cuma nongol live pas dalem mobil aja langsung di tangguhkan. Mobil juga posisi diam gak jalan. Tiktok iri gak punya mobil?? Semiskin itu kah yang punya tiktok??",1
Pengguna Google,2025-03-28 05:32:42,"aplikasi jelek,masa harus 16 tahun baru bisa mengirim pesan langsung! runtunan saya jadi mati karena kebijakan jelek ini padahal udah 270 hari. jangan download tiktok",1
Pengguna Google,2025-04-02 06:11:04,"tiktok kenapa ya kalo donlod baru kok nggak bisa buat belanja dan kalo misal buat video kayak yg trend seperti velocity nggak ada ya diaplikasinya,, padahal sebelumnya sebelim pindah hp bisa loh",3
Pengguna Google,2025-03-03 04:38:16,tik tok tolong perbaiki!!akhir akhir ini tik tok ngeleg dan kalo mau buka tik tok paling keluar 1 vidio doang.dan kalo mau masuk cuma ada logonya doang dan tiba tiba keluar sendiri.dan tolong perbaiki!!,3
Pengguna Google,2025-03-19 14:43:26,kenapa sih kalo mau bikin video suara d apk tiktok gak ada tapi giliran video sudah selesai baru ada suara nya knp yha tolong dong kan biasa gak seperti itu,5
Pengguna Google,2025-03-24 17:11:16,"karna biasa kalau kita ingin mendownload aplikasi, biasa gagal padahal memory masih aman tapi kenapa selalu gagal sampai berulang kali dicoba tetap gagal, kita harus menunggu sampai 48jam baru bisa itupun tidak pasti",4
Pengguna Google,2025-03-13 10:36:03,"𝕋𝕚𝕒𝕡 𝕙𝕣𝕚 𝕜𝕝𝕠 𝕞𝕒𝕦 𝕓𝕦𝕜𝕒 𝔸ℙ𝕂 𝕥𝕚𝕜𝕥𝕠𝕜 𝕚𝕟𝕚 𝕞𝕖𝕤𝕥𝕚 𝕕𝕚 𝕚𝕟𝕤𝕥𝕒𝕝 𝕦𝕝𝕒𝕟𝕘,,𝕜𝕖𝕟𝕒𝕡𝕒 𝕪𝕒 𝕓𝕖𝕘𝕚𝕥𝕦 𝕥𝕖𝕣𝕦𝕤...𝕡𝕕𝕒𝕙𝕒𝕝 𝕤𝕪𝕒 𝕤𝕦𝕕𝕙 𝕤𝕦𝕜𝕒 𝕤𝕞𝕒 𝔸ℙ𝕂 𝕚𝕟𝕚,,𝕞𝕠𝕙𝕠𝕟 𝕕𝕚 𝕡𝕖𝕣𝕓𝕒𝕚𝕜𝕚𝕟 𝕒𝕘𝕒𝕣 𝕡𝕖𝕟𝕘𝕘𝕦𝕟𝕒 𝕟𝕪𝕒 𝕟𝕪𝕒𝕞𝕒𝕟 𝕕𝕒𝕟 𝕥𝕚𝕕𝕒𝕜 𝕞𝕖𝕟𝕘𝕚𝕟𝕤𝕥𝕒𝕝 𝕥𝕚𝕒𝕡 𝕞𝕒𝕦 𝕡𝕒𝕜𝕖/𝕕𝕚 𝕓𝕦𝕜𝕒...𝕥𝕣𝕚𝕞𝕒𝕜𝕒𝕤𝕚𝕙🙏🙏",1
Pengguna Google,2025-03-06 08:39:22,tiktok kayanya kehabisan fyp deh makanya ngestuck di logo tiktok mulu gak bisa masuk. bisa masuk cuma setengah video doang udh itu langsung ngalag trus keluar sendiri dari APK nya😤🙄,2
Pengguna Google,2025-03-07 03:29:48,Tiktok skrg jelek bngt. Setiap mw buka tiktok nge bug mulu. Tolong di perbaiki. Hal seperti ini sngt mngganggu.,1
Pengguna Google,2025-02-14 02:15:59,"woi tiktok,nggak semua orang mampu membeli hp ram besar,baru kemarin saya update,muncul lagi tulisan update,lama lama kok tiktok nglunjak,jangan mentang mentang banyak penggunanya",1
Pengguna Google,2025-03-27 07:41:44,tiktok ini sudh membuat sy nyaman cuman minusnya lagi banyak bug tolong sering di cek bug bug nya agar saya bisa merasa lebih nyaman.,3
Pengguna Google,2025-03-10 16:13:43,"apk burik,error Mulu rela hapus hapus in semua game sampe aplikasi karna di kira memo penuh, ternyata ttp gabisa,keluar aplikasi Mulu,biar hati ku aja yang keluar dari dia,jangan apk tiktok,kalo Masi error kasih 1 kuadriliun.",1
Pengguna Google,2025-02-24 09:11:30,gimana sih kok amplikasi tiktok sekarang susah banget mau masuk amplikasi padahal kouta internet banyak semua alternatif udah di coba tpi ttp saja gak bisa di buka tolong dong min perbaiki,1
Pengguna Google,2025-03-06 03:14:52,"Makin kesini aplikasinya makin aneh, buka tiktok isinya jauh lebih banyak iklan sama live dibanding kontennya. Saya mau nyari hiburan bukan mau belanja atau nonton live!",2
Pengguna Google,2025-03-08 09:39:20,Saya kecewa banget lag parah kalo lag harus donlod lagi seminggu donlod terus masa apk bagus gk bisa ngatasin bug gini doang sumpah ya tiktok bikin kesel aja udahlah lag parah padahal populer tapi kenyataan nya bugg nya minta ampun😤,1
Pengguna Google,2025-03-13 03:32:37,Bintang satu saja dulu saya Selalu mengalami masalah login apknya ribet sekali mau nonton masa harus di persulitkan masuk tiktok mohon bantuannya masa saya hapus dan download lagi gila.....,1
Pengguna Google,2025-03-31 01:37:33,"tiktok aneh bgt, masa semua org udah ada fitur foto aku blm aku, trs tiba tiba nge frezee aku liat pencarian isinya org yg aku ikuti doang, aku blm ada efek efek yang lagi viral gaada, ada nya efek dari tiktoknya langsung",1
Pengguna Google,2025-02-21 00:23:26,"Tiktok ini setiap pagi saya buka aplikasinya, selalu bug ngelek parah, saya harus hapus aplikasi, dan dowload lagi, sering berulang kali.. Sampek malas..",1
Pengguna Google,2025-02-26 01:30:08,"Pembaharuan terus tapi masih banyak bag nya, menghambat orang mencari rejeki lewat mulung koin, banyak yang livenya masih sepi dan cuma bisa berharap lewat mulung koin biar bisa cari rejeki",1
Pengguna Google,2025-03-28 19:34:27,kebayakan aturan .. pelanggaran yg seharusnya tak pantas jadi pelanggaran yg di langgar tuh. seharusnya senjata tajam. narkoba. kekerasaan orang bugil ini orang minum kopi kena pelanggaran aneeh ... tolong di perbaiki ya biar. tiktok bisa lebih bagus lagi kualitasnya,5
Pengguna Google,2025-03-29 01:27:33,"ini kenapa tiktoknya patah patah nge-play videonya, bukan karna jaringan ini beneran patah patah kayak di suatu titik dia berenti abistu di frame itu lagi ngulang terus, sumpah kesel banget fix lah",1
Pengguna Google,2025-03-17 05:01:31,Sekarang tiktok kalo mau lihat vidio gk bisa dan harus di hapus dan di donloat pastu kalo donloat lama banget jadi saya mohon tolong diperbaiki agar tidak kaya gitu lagi kenapa tiktok gk diperbaikin baikin sih jadi males lama²,2
Pengguna Google,2025-03-07 23:37:34,"Tiktok setelah di update beberapa hari udh ngk bisa di buka lagi.harus di uninstal dulu habis tu download lagi,baru bisa buka kembali,begitulah seterusnya 🤦🏻",1
Pengguna Google,2025-03-06 16:50:03,"males banget sama tiktok pasti kalau buka tiktok pasti cuma ada logo tiktok nya doang udah di tunggu beberapa menit tetap gak mau kebuka tiktok nya jadi harus di hapus terus insta lagi, terus habis itu kalau tiktok nya mau di buka pasti gak mau nggak kayak sebelumnya kalau yang ini udah nggak ada logo tiktok nya jadi bener bener nggak mau kebuka udah di pencet beberapa kali tetap gak mau jadi harus di hapus lagi, udah ngebak banget lagi",1
Pengguna Google,2025-03-07 12:26:15,"Aplikasi nya bagus tapi terkadang kalau kita mau masuk di aplikasi nyaaa biasanya ngestakkk di logonyaaa, tolong untuk pembuatan tiktok tolong untuk perbaiki tiktok nya agar tidak ngestakkk di logonyaaa lagiiiiiiii tolong untuk pembuatan tiktok 🙏🏻",1
Pengguna Google,2025-03-21 12:19:37,"gua ralat bintang nya dr bintang 5 ke bintang satu,heran banget sm aplikasi tiktok ni,sensi bgt lo sm gua,gua koment biasa aja,gak menyinggung hal2 yg sensitif,tp sering dpt notif planggaran,emang standar komen lo sprti apa sih????padahal banyk banget akun yg bahasa nya kasar,mmbully & menyinggung tp aman aja,sory bahasa gua agak kasar krn gua kesal banget sm ni aplikasi😡",1
Pengguna Google,2025-03-15 21:46:47,"CAPE baget harus Uninstall dan download lagi, karna perkara ngeleg, stak diLogo dan hp ngefrem, ga tau apa karna hp kentang apa karna apknya berat, tapi klo buat game yang berat ok ok aja ni hp, TOLONG DIPERBAIKI LAGI DONG APKNYA🙏",1
Pengguna Google,2025-04-02 19:09:00,tiktok ku lagi ngebug loading mulu padahal jaringan nya lancar terus tombol posting ulang tidak tersedia foto di tiktok pun ilang tiktok shop ilang juga tolong di benerin dong sm percepat nya ngga ada tidak bisa mengezoom vidio pokonya tiktok aku lagi rusak deh tolong di benerin dong,3
Pengguna Google,2025-03-03 13:13:48,Kembalikan sistem tiktok yang dulu Jujur untuk sistem tiktok yang sekarang yang menyebarkan video yang di up ke 200 orang sudah bagus tapi tolong disebarkannya ke orang-orang yang benar benar sesuai dengan akun yang di tag dengan hastag yang digunakan jujur saya sebagai konten kreator perbandingan antara like dengan views sangat jauh berbeda apa mungkin ini disebabkan video saya di sebar ke orang orang yang tidak sesuai dengan hastagnya ya mikir aja lah tiktok,1
Pengguna Google,2025-03-07 13:39:31,"sebenanya ada bug yang saya sangat benci, yaitu ketika saya membuka aplikasi tiktok, tetapi stuck di logo tiktoknya, lalu saya harus menghapus dan mendownload ulang tiktok, saya harap bug ini segera di perbaiki.",2
Pengguna Google,2025-03-06 03:57:49,"TikTok sekarang gaenakk, sering bug, kadang suaranya lancar tpi vidionya berhenti, tolong di perbaiki lagiii!!!!",1
Pengguna Google,2025-03-25 06:32:11,"kecewa banget sama tiktok kenapa tiba² vitur chat nya di hilangkan padahal banyak kenangan,api di situ dan saya sudah ber usia 16 tahun keatas tapi tiktok tetap tidak bisa membuka vitur chat nya dan saya pada saat awal membuat akun tiktok itu sudah benar umurnya dll,makin lama tiktok makin banyak yang keband udah kecewa berattt sama tiktok pokok nya 🙃🙃😪😪",1
Pengguna Google,2025-04-02 08:14:21,"hallo tiktok biasanya pembayaran lewat paylater buat beli HP bisa tetapi kenpa sekrng tidak bisa? pdhal pembayaran selalu tepat waktu malahan sblm waktunya sudah di bayarkan 🙏🙏 tolong di bisakan lagi yaa tiktok pembelian HP, bayar pakai paylater",5
Pengguna Google,2025-03-26 06:18:29,"ko sekarang tiktok suka ngestuk dilogo terus hampir setiap hari kaya gitu ,pas keluar dari tiktok tiba"" hp nya lemot harus dimatiin dulu hp nya , tiktoknya harus diapus dan didownload lagi baru bisa main tiktok lagi ,hampir setiap hari ngestuk dilogo terus kenapa ya mohon bantuannya tiktok supaya saya tidak ribet lagi harus matiin daya hp sama download tiktok lagi supaya bisa main tiktok nya .terima kasih",3
Pengguna Google,2025-03-09 05:09:56,"Ini kenapa ya kok tik tok seperti ini, sudah masuk keluar sendiri, pas mau masuk lagi gak bisa bisa terus ada bacaan kosongkan riwayat, riwayat yang mana yang mau di kosongkan semuanya sudah saya bersihkan tapi tetap saja hasilnya nihil, setiap mau buka tik tok harus download ulang, selalu seperti itu setiap hari",2
Pengguna Google,2025-02-20 23:20:47,"aku ga ngefollow siapa-siapa tp tulisan nya aku ngefollow 300 orang, tolong dong enih knp y tiktok? pdhl ak mau jadi orang keren yg ngefollow cuma dikit, tp malah begini, ak jadi ga keren kata mas ku. tiktok mas ku juga gitu, katanya dia ngefollow 64 orang, di tulisannya malah ngefollow 154 orang. pls tiktok di perbaiki ya agar aku bisa mewujudkan impian ku menjadi orang keren 🙏🙏🙏",1
Pengguna Google,2025-03-25 08:14:44,sumpah aplikasi ini si lebih bagus dengan yang dulu itu patah patah dan sekarang makin bagus dan lebih mantap di gunakan mari teman-teman pakai aplikasi ini sangat membutuhkan kalau mau nonton disini aja enak mantap di guna dan tidak ada bug sembarangan izin posting min lama tidak Pakai ni min😭👍👍👍👍👍👍🙏🙏🙏🙏,5
Pengguna Google,2025-03-13 02:12:09,Jaringan baguss semua baguss tapi kenapa pas aku Awk tu nya mau tiktok an gak bisa lemott bikin hp saya lemott bisa² bikin hp saya rusak ini gimana ya vidio saya yang di draf jadi ilangg tolong ya tiktok di perbaiki in lagi aplikasi nyaaaaa. Makasihhh,3
Pengguna Google,2025-03-01 06:06:53,"Aplikasi ga bisa dibuka sudah di uninstall dan di download lagi entar gitu lagi, Saya sudah melakukan beberapa kali sampe saya kesel, aplikasi taikotok lah",1
Pengguna Google,2025-03-29 09:12:35,"tiktok saya waktu itu ngak bisa dibuka berkali kali terus saya hapus terus download lagi tiktok nya,terus aku mau bikin template dari ""autocut"" terus cuman ada postingan sama al self.tolong kembaliin tiktok kayak dulu plissss🙏🙏🙏🙏👌🤏",2
Pengguna Google,2025-03-11 17:59:06,"Update mulu malah tambah error ""Tidak ada koneksi internet"" Kuota gw full dibilang gk ada koneksi internet Pke wifi jg sama,,tolonglah hal² seperti ini di benerin jgn cm sibuk update doang, update jg klo gak makin baik untuk apa ? Sumpah skrg jdi cacat banget",2
Pengguna Google,2025-02-25 10:02:05,"Tiktok saya sudah 2 kali tidak bisa digunakan, padahal tidak menyalahi aturan tiktok. Tiktok orang lain yang fulgar dan bebas aman"" aja. Saya hanya upload video biasa tidak melanggar kententuan tiktok kenapa harus di banned.",1
Pengguna Google,2025-03-01 16:46:47,"Apk aneh, bisa libas semua game berat tapi pas buka Tik tok malah force close berkali-kali dan pas udh masuk apk lag nya minta ampun padahal ga ada masalah sama hp atau sinyal",1
Pengguna Google,2025-02-27 11:34:25,"tiktok kenapa sih makin sini makin sering ngeleg banget,terus kalo giliran mau masuk lagi lamaa banget cuma logo doang meni harus di uninstall terus baru jalan lagi udah kelamaan mah gitu lagi gabisa dibuka lagi perbaiki dong!",1
Pengguna Google,2025-03-20 08:33:18,"saya kasih bintang 4 karena di hp saya knpa masih belum muncul buat post HD Quality, tolong kepada dev tiktok agar ada fitur ini di hp saya biar postingan saya bgus dan jernih. Terima Kasih",4
Pengguna Google,2025-03-01 10:30:02,"Ini gimana ya tiktok, mau masuk aja nges tack di logonya. KLO mau normal harus uninstall baru download lagi. Mohon untuk pengelola tiktok di perbaiki bug' yang kek gini",1
Pengguna Google,2025-03-07 16:21:06,"Ini tiktok kenapaaaa, kok video satupun gak bisa diliat sama live, mau liat profil aja gak bisaa sumpah padahal jaringan lagi bagus bangett. Tolong lah tiktok saya udah 1 minggu gak buka tiktokk",1
Pengguna Google,2025-03-12 16:34:43,"Bintang satu dulu. Karna kalau laporan aktivitas aneh , malah gak dibilang tidak melanggar.. Pdahal jelas2 itu menampilkan konten gak pantas😒 Makin aneh. Ongkir makin mahal Voucher ongkir ilang",1
Pengguna Google,2025-03-03 15:45:41,"belakangan ini tiktok kalo di buka lama banget stuck logo hampir 30detik,terus konsumsi baterai jadi boros,sampai di kasih notif tiktok menghabiskan banyak baterai,mohon di perbaiki terimakasih",1
Pengguna Google,2025-03-24 08:28:15,untuk tiktok kenapa saya tidak bisa pesan langsung lagi padahal saya tidak melanggar apapun tolong diperbaiki oleh pihak tiktok nya ini akun saya raf.028 tolong kembalikan pesan langsung saya sama mau menjaga streak api saya dengan teman teman saya tolong kembali kan pesan otomatis saya Terima kasih 😶,5
Pengguna Google,2025-03-04 10:13:07,"aplikasi tiktok saya kok tiba tiba di tangguhkan selamanya? sementara saya tidak melakukan aktivitas yang dapat menangguhkan ataupun memposting vidio apapun, padahal saya baru download aplikasi ini, saya merasa kecewa menggunakan aplikasi ini, tolong di teliti lebih baik lagi.",1
Pengguna Google,2025-03-13 13:40:14,"vidio promosi di tolak setelah pembayaran . seharus nya uang di kembalikan . tapi ini tidak , uang hangus vidio promosi di tolak . tolong min untuk di perbaiki lebih detail lagi sistem nya . biar tidak merugikan pengguna tiktok lain nya😡😡",2
Pengguna Google,2025-03-09 17:30:59,Biasa saja... Saya buka lagi akun karena #VetyVera hadir di sini.. sayang banget beda sama apk sebelah saya bisa Live streaming Sedangkan di sini saya harus tunggu 1.k followers Upload Video juga tidak bisa menggunakan musik lokal.,2
Pengguna Google,2025-03-06 23:03:04,Kecewa bgt sih sm tiktok skrg... Mau masuk gak bisa selalu ngestuck di logo terus dn tba2 kluar sendiri apk gak bisa di pake..sekalinya bisa masuk tapi ngelag parah,1
Pengguna Google,2025-03-21 08:50:04,"aku tidak mendapatkan fitur' baru seperti pet streak, padahal fitur itu sudah lama muncul aku kecewa sama tiktok sudah update berkali' tapi tetap tidak mendapatkan nya",3
Pengguna Google,2025-03-23 22:29:47,"saya ga bisa buka tiktok karna setiap dibuka cuma sampe logo doang trs dia keluar sendiri dari apknya, udah gitu suka ngelag lagi nonton vt tiba² ngefreeze trs keluar apk, tolong diperbaiki",2
Pengguna Google,2025-02-24 16:47:36,"Kadang nggak bisa dibuka aplikasinya,,harus dihapus dulu trus instal lagi mesti setel dari awal lagi.. Malas juga bolak balik sampe berapa kali...",1
Pengguna Google,2025-03-12 05:54:01,Plis ini aku di blok terus sama tiktok padahal ga ada kesalahan vidio yang aku upload trus daftar ulang nya ribet susah tolong permudahkan pendaftaran nya ya soalnya iri sama temen 2 aku udah pada punya akun tiktok sedangkan aku di blok terus sama tiktok dan sekarang aku ga bisa apa apa lagi,1
Pengguna Google,2025-03-15 06:17:36,"kadang tiktok tidak bisa dibuka padahal internet udah stabil tapi tetap tidak bisa dibuka jadinya harus instal ulang setelah diinstal ulang kan dibuka tiktok nya tapi tetap tidak bisa dibuka setelah mau dihapus kayang tanda persegi gak ada biasanya ada kayak aplikasi lain yang setelah dipakai kan dihapus dipencet tanda persegi saya heran kok gak bisa saya risau gak bisa nonton tiktok lagi dan saya tidak bisa melihat komen, tidak bisa like, tidak bisa dibuka , tidak bisa buat videodanbinggung",4
Pengguna Google,2025-03-25 19:53:12,"min ikut tanya kenapa di saat saya mau menarik hasil reward live itu tiba"" sinyalnya selalu lemah padahal sinyal saya bagus"" aja & susah buat narik hasil reward live saya tolong kasih penjelasnya min terimaksih 🙏",4
Pengguna Google,2025-03-02 03:13:45,"ini apk knp dah, selesaii di update malah ga bisa masuk gw kira nga bisa masuk krna blom update,pas di update eh sama aja tetap masih ga bisa masuk trus mangkin lama gw rasa ni apk mangkin berat suka keluar sendiri heyyyyy bisa di benerin ga sih kapan sih bisa kasi kita kepuasan???",3
Pengguna Google,2025-03-16 18:56:49,"sering bug ga bisa buka, padahal penyimpanan masih banyak main genshin impact juga lancar tapi giliran buka tiktok suka lag, sering close tanpa sebab",3
Pengguna Google,2025-03-17 03:36:11,aku kasih bintang 5 karena bagus banget dan bisa live dan tidak membosankan pokoknya aku suka tapi kenapa ya kok setiap aku mau nonton vidio selalu kayak gini dipercepat pengunduhan tapi lama banget sampai 2 jam,5
Pengguna Google,2025-03-18 06:30:10,"sering banget nge lag kalau buka tik tok stuk di logo doang, mana bikin nge lag lagi ke hp jadi harus di hapus dulu baru bisa, tolong diperbaiki",1
Pengguna Google,2025-03-15 04:11:54,Udh masuk ehh tiba tiba keluar lagi padahal jaringannya lancar lancar aja gi mana sih tolong lah perbarui udh lemot keluar keluar terus buang buang waktu aja tolong perbarui yang lebih bagus yaa,1
Pengguna Google,2025-03-18 03:09:45,Suka si sma apk tiktok cuma sering lemot kadang mau masuk apk nya gk bisa hrus d hps dulu.. Download lg baru bisa masuk tiktok.. Dn seterusnya begitu trus masa stiap 15hari apknya hrus d hpus lg dan dowload lg.. Kalu gk gt gk bisa masuk apk tiktok😪😪,3
Pengguna Google,2025-03-06 22:22:17,tiktok sekarang makin buruk! banyak fitur fitur hilang tapi hanya beberapa akun saja yg masih ada! itu tidak adil mohon dikembalikan fitur status aktivitas karena banyak yg hilang!,1
Pengguna Google,2025-03-11 05:51:27,"bagus sihh sebenarnya, tapi knp punya ku ga ada sulap yg buat jj slowmo itu ya? tolong dulu tiktok, katanya harus update dulu, tapi ini pas aku buka play store nya ga ada tulisan yg buat update nya",4
Pengguna Google,2025-04-03 10:37:47,aplikasi sangat bagus tetapi ada masalah kecil di aplikasi atau emg HP saya soalnya video nya geraknya lambat jadi saya agak sedikit terganggu,4
